,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,OID_TRACT_20,GEOID_TRACT_20,NAMELSAD_TRACT_20,AREALAND_TRACT_20,AREAWATER_TRACT_20,MTFCC_TRACT_20,FUNCSTAT_TRACT_20,OID_TRACT_10,GEOID_TRACT_10,NAMELSAD_TRACT_10,AREALAND_TRACT_10,AREAWATER_TRACT_10,MTFCC_TRACT_10,FUNCSTAT_TRACT_10,AREALAND_PART,AREAWATER_PART
21,1400000US13019970300,Georgia,Berrien County,0,2882,1185,0,61.0,2.12,0,0,0,0,0,0,14.0,63125.0,0,0,0,0,0,0,0,0,,,,,,,2167.0,75.2,944.0,32.76,542.0,18.8,343.0,11.9,2024.0,70.22,70.0,2.42,21.0,0.73,0.0,0.0,13.0,0.46,40.0,1.37,47.0,1.63,60.0,5.04,176.0,14.82,1761.0,61.09,776.0,26.92,437.0,15.18,264.0,9.15,1675.0,58.12,37.0,1.28,17.0,0.6,0.0,0.0,6.0,0.21,25.0,0.88,37.0,1.28,41.0,3.44,139.0,11.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.0,733.0,467.0,2609.0,175.0,21.0,0.0,15.0,62.0,71.0,131.0,231.0,2079048322556.0,13019970300,Census Tract 9703,150782725.0,1060103.0,G5020,S,2074048322556.0,13019970300,Census Tract 9703,150782725.0,1060103.0,G5020,S,150782725.0,1060103.0
22,1400000US13019970400,Georgia,Berrien County,0,3368,1314,0,0.0,0.0,0,0,0,0,0,1,38.3,31506.0,0,0,0,0,0,0,0,0,205.0,205.0,,120.0,120.0,,2164.0,64.26,1297.0,38.51,526.0,15.61,324.0,9.63,2007.0,59.6,68.0,2.03,7.0,0.21,0.0,0.0,10.0,0.3,71.0,2.12,89.0,2.63,65.0,4.97,289.0,22.0,1458.0,43.3,847.0,25.14,329.0,9.77,215.0,6.39,1367.0,40.6,38.0,1.12,7.0,0.2,0.0,0.0,10.0,0.28,37.0,1.11,52.0,1.53,18.0,1.33,198.0,15.05,205.0,6.08,120.0,3.56,50.0,1.47,21.0,0.63,196.0,5.82,6.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.08,11.0,0.32,0.0,0.0,28.0,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,2079.0,851.0,476.0,2707.0,524.0,14.0,0.0,17.0,106.0,130.0,174.0,453.0,2079048322557.0,13019970400,Census Tract 9704,265421804.0,3285082.0,G5020,S,2074048322557.0,13019970400,Census Tract 9704,265421804.0,3285082.0,G5020,S,265421804.0,3285082.0
23,1400000US13019970500,Georgia,Berrien County,0,3761,1437,0,109.0,2.9,0,0,0,1,1,1,21.9,46500.0,0,0,0,0,0,0,0,1,,,,,,,3257.0,86.6,1522.0,40.48,744.0,19.79,507.0,13.48,2977.0,79.15,174.0,4.62,12.0,0.32,0.0,0.0,6.0,0.16,88.0,2.35,109.0,2.89,128.0,8.89,251.0,17.45,2571.0,68.36,1103.0,29.33,584.0,15.53,359.0,9.55,2430.0,64.62,62.0,1.64,8.0,0.21,0.0,0.0,4.0,0.1,67.0,1.78,85.0,2.25,78.0,5.45,201.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.0,879.0,581.0,3179.0,454.0,13.0,2.0,6.0,107.0,118.0,181.0,279.0,2079048322558.0,13019970500,Census Tract 9705,142475281.0,892273.0,G5020,S,2074048322558.0,13019970500,Census Tract 9705,142475281.0,892273.0,G5020,S,142475281.0,892273.0
24,1400000US13019970600,Georgia,Berrien County,0,3500,1293,0,6.0,0.17,0,0,0,0,0,1,33.4,42946.0,0,0,0,0,0,0,0,0,,,,,,,3500.0,100.0,1832.0,52.34,968.0,27.66,380.0,10.86,3021.0,86.31,312.0,8.91,16.0,0.46,1.0,0.03,9.0,0.26,141.0,4.03,166.0,4.74,94.0,7.24,259.0,20.03,3500.0,100.0,1832.0,52.34,968.0,27.66,380.0,10.86,3021.0,86.31,312.0,8.91,16.0,0.46,1.0,0.03,9.0,0.26,141.0,4.03,166.0,4.74,94.0,7.24,259.0,20.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804.0,968.0,380.0,3021.0,312.0,16.0,1.0,9.0,141.0,166.0,103.0,269.0,2079048322559.0,13019970600,Census Tract 9706,128002165.0,361152.0,G5020,S,2074048322559.0,13019970600,Census Tract 9706,128002165.0,361152.0,G5020,S,128002165.0,361152.0
25,1400000US13021010100,Georgia,Bibb County,1,1657,743,0,0.0,0.0,1,1,1,1,1,1,47.4,28125.0,1,1,1,1,1,0,0,1,729.0,1657.0,729.0,467.0,1056.0,467.0,1657.0,100.0,1056.0,63.71,422.0,25.47,329.0,19.86,100.0,6.04,1484.0,89.56,14.0,0.84,0.0,0.0,2.0,0.12,57.0,3.44,38.0,2.29,261.0,35.12,294.0,39.5,729.0,43.97,467.0,28.17,210.0,12.67,113.0,6.8,18.0,1.07,682.0,41.18,1.0,0.09,0.0,0.0,0.0,0.0,27.0,1.63,17.0,1.03,109.0,14.68,117.0,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.0,422.0,329.0,100.0,1484.0,14.0,0.0,2.0,57.0,38.0,220.0,254.0,20790541933633.0,13021010100,Census Tract 101,1369440.0,0.0,G5020,S,20740541933633.0,13021010100,Census Tract 101,1369440.0,0.0,G5020,S,1369440.0,0.0
26,1400000US13021010400,Georgia,Bibb County,1,2365,957,0,71.0,3.0,0,1,0,1,1,1,56.2,25481.0,0,1,0,1,0,0,0,1,,1282.0,,,964.0,,1282.0,54.21,964.0,40.76,294.0,12.43,217.0,9.19,30.0,1.27,1237.0,52.31,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.63,15.0,0.64,153.0,16.03,195.0,20.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.0,549.0,410.0,68.0,2244.0,0.0,0.0,0.0,53.0,30.0,268.0,272.0,20790541933636.0,13021010400,Census Tract 104,2178051.0,0.0,G5020,S,20740541933636.0,13021010400,Census Tract 104,2178051.0,0.0,G5020,S,2178051.0,0.0
27,1400000US13021011500,Georgia,Bibb County,1,1401,517,0,67.0,4.78,0,1,0,1,1,1,55.9,23056.0,0,1,0,1,0,0,0,1,97.0,1401.0,97.0,76.0,1100.0,76.0,1401.0,100.0,1100.0,78.55,376.0,26.84,204.0,14.56,48.0,3.43,1330.0,94.93,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.64,19.0,1.36,160.0,31.02,283.0,54.81,97.0,6.89,76.0,5.41,20.0,1.42,16.0,1.16,0.0,0.0,97.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.38,23.0,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0,376.0,204.0,48.0,1330.0,0.0,0.0,0.0,23.0,19.0,124.0,228.0,20790541933644.0,13021011500,Census Tract 115,1087946.0,0.0,G5020,S,20740541933644.0,13021011500,Census Tract 115,1087946.0,0.0,G5020,S,1087946.0,0.0
28,1400000US13021011900,Georgia,Bibb County,1,2167,1021,0,40.0,1.85,1,1,1,0,0,1,24.7,54063.0,1,1,1,1,1,0,0,0,1647.0,2167.0,1647.0,821.0,1050.0,821.0,2167.0,100.0,1050.0,48.44,509.0,23.49,279.0,12.87,1157.0,53.39,941.0,43.42,9.0,0.42,1.0,0.05,3.0,0.14,56.0,2.58,67.0,3.09,94.0,9.21,184.0,18.0,1647.0,75.99,821.0,37.88,391.0,18.03,231.0,10.67,874.0,40.32,723.0,33.35,7.0,0.33,1.0,0.05,2.0,0.08,40.0,1.87,55.0,2.53,80.0,7.83,140.0,13.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,509.0,279.0,1157.0,941.0,9.0,1.0,3.0,56.0,67.0,74.0,182.0,20790541933647.0,13021011900,Census Tract 119,3432393.0,110785.0,G5020,S,20740541933647.0,13021011900,Census Tract 119,3432393.0,110785.0,G5020,S,3432393.0,110785.0
29,1400000US13021012102,Georgia,Bibb County,1,4673,2183,0,7.0,0.15,0,0,0,0,1,0,18.6,56958.0,0,1,0,1,0,0,0,1,119.0,2719.0,119.0,47.0,1032.0,47.0,2719.0,58.18,1032.0,22.09,582.0,12.45,465.0,9.94,1987.0,42.52,603.0,12.89,53.0,1.13,0.0,0.0,9.0,0.19,67.0,1.44,46.0,0.99,132.0,6.04,156.0,7.14,119.0,2.55,47.0,1.01,32.0,0.68,16.0,0.34,82.0,1.76,32.0,0.67,1.0,0.02,0.0,0.0,0.0,0.0,4.0,0.09,3.0,0.06,5.0,0.24,6.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.0,983.0,812.0,3170.0,1251.0,105.0,0.0,12.0,135.0,113.0,190.0,286.0,207903716858368.0,13021012102,Census Tract 121.02,7373656.0,0.0,G5020,S,207403716858368.0,13021012102,Census Tract 121.02,7373656.0,0.0,G5020,S,7373656.0,0.0
30,1400000US13021012700,Georgia,Bibb County,1,2184,787,0,0.0,0.0,0,1,0,0,0,1,57.7,15652.0,0,1,0,1,0,0,0,0,,717.0,,,664.0,,717.0,32.82,664.0,30.39,333.0,15.27,50.0,2.28,35.0,1.6,666.0,30.49,0.0,0.01,0.0,0.0,0.0,0.0,16.0,0.72,7.0,0.34,72.0,9.1,125.0,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,780.0,249.0,142.0,1968.0,1.0,0.0,4.0,69.0,77.0,171.0,378.0,20790541933651.0,13021012700,Census Tract 127,1927365.0,0.0,G5020,S,20740541933651.0,13021012700,Census Tract 127,1927365.0,0.0,G5020,S,1927365.0,0.0
31,1400000US13021012800,Georgia,Bibb County,1,3260,1140,0,0.0,0.0,0,1,0,1,1,1,44.9,26204.0,0,1,0,1,0,0,0,1,,2392.0,,,1683.0,,2392.0,73.37,1683.0,51.63,846.0,25.95,199.0,6.09,311.0,9.55,2009.0,61.63,10.0,0.32,0.0,0.0,2.0,0.07,59.0,1.81,48.0,1.48,248.0,21.78,414.0,36.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108.0,1153.0,260.0,398.0,2776.0,11.0,0.0,4.0,71.0,69.0,325.0,549.0,20790541933652.0,13021012800,Census Tract 128,2069062.0,0.0,G5020,S,20740541933652.0,13021012800,Census Tract 128,2069062.0,0.0,G5020,S,2069062.0,0.0
32,1400000US13021012900,Georgia,Bibb County,1,1837,622,0,119.0,6.48,0,1,0,0,0,1,37.4,26286.0,0,1,0,1,0,0,0,0,177.0,1651.0,177.0,117.0,1183.0,117.0,1651.0,89.89,1183.0,64.4,513.0,27.94,205.0,11.15,473.0,25.77,1097.0,59.7,2.0,0.11,1.0,0.03,4.0,0.22,75.0,4.07,89.0,4.82,53.0,8.47,205.0,32.93,177.0,9.63,117.0,6.37,64.0,3.47,9.0,0.49,50.0,2.73,124.0,6.74,0.0,0.0,0.0,0.0,0.0,0.02,3.0,0.15,3.0,0.14,3.0,0.5,21.0,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.0,568.0,216.0,531.0,1174.0,2.0,1.0,4.0,125.0,150.0,51.0,186.0,20790541933653.0,13021012900,Census Tract 129,2060809.0,0.0,G5020,S,20740541933653.0,13021012900,Census Tract 129,2060809.0,0.0,G5020,S,2060809.0,0.0
33,1400000US13021013102,Georgia,Bibb County,1,4340,1483,0,57.0,1.31,1,1,1,1,1,1,35.1,31359.0,1,1,1,1,1,0,0,1,588.0,3429.0,588.0,483.0,2444.0,483.0,3429.0,79.0,2444.0,56.31,1119.0,25.78,333.0,7.67,547.0,12.6,2809.0,64.73,12.0,0.29,0.0,0.0,8.0,0.18,52.0,1.2,41.0,0.94,151.0,10.2,418.0,28.19,588.0,13.56,483.0,11.12,211.0,4.87,29.0,0.68,58.0,1.35,511.0,11.77,4.0,0.1,0.0,0.0,1.0,0.03,14.0,0.31,9.0,0.2,40.0,2.73,70.0,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910.0,1387.0,432.0,730.0,3514.0,14.0,0.0,8.0,74.0,52.0,216.0,565.0,20790541933654.0,13021013102,Census Tract 131.02,5089477.0,4236.0,G5020,S,20740541933654.0,13021013102,Census Tract 131.02,5089477.0,4236.0,G5020,S,5089477.0,4236.0
34,1400000US13021013302,Georgia,Bibb County,1,4420,1547,0,261.0,5.9,1,1,1,0,0,1,28.1,31042.0,1,1,1,1,1,0,0,0,3365.0,3990.0,3365.0,2107.0,2563.0,2107.0,3990.0,90.27,2563.0,57.98,1202.0,27.2,538.0,12.18,963.0,21.78,2928.0,66.23,24.0,0.55,0.0,0.0,7.0,0.16,68.0,1.54,74.0,1.67,87.0,5.65,341.0,22.06,3365.0,76.13,2107.0,47.66,1034.0,23.4,414.0,9.37,859.0,19.43,2421.0,54.77,23.0,0.52,0.0,0.0,5.0,0.12,57.0,1.28,59.0,1.34,59.0,3.81,287.0,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579.0,1334.0,637.0,1058.0,3257.0,25.0,0.0,12.0,68.0,76.0,112.0,377.0,20790541933658.0,13021013302,Census Tract 133.02,31057342.0,157096.0,G5020,S,20740541933658.0,13021013302,Census Tract 133.02,31057342.0,157096.0,G5020,S,31057342.0,157096.0
35,1400000US13021013407,Georgia,Bibb County,1,4229,1758,0,108.0,2.55,0,1,0,0,0,1,23.5,57315.0,0,1,0,1,0,0,0,0,282.0,2477.0,282.0,124.0,963.0,124.0,2477.0,58.56,963.0,22.76,594.0,14.05,443.0,10.47,1542.0,36.46,771.0,18.23,64.0,1.51,0.0,0.0,2.0,0.05,98.0,2.32,58.0,1.38,68.0,3.89,161.0,9.16,282.0,6.66,124.0,2.93,66.0,1.56,72.0,1.69,174.0,4.12,86.0,2.03,7.0,0.17,0.0,0.0,0.0,0.0,15.0,0.34,9.0,0.2,14.0,0.81,20.0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125.0,1122.0,655.0,2368.0,1530.0,116.0,0.0,5.0,210.0,215.0,175.0,306.0,207903716858365.0,13021013407,Census Tract 134.07,7914474.0,17650.0,G5020,S,207403716858365.0,13021013407,Census Tract 134.07,7914474.0,17650.0,G5020,S,7914474.0,17650.0
36,1400000US13021013408,Georgia,Bibb County,1,4418,1663,0,0.0,0.0,0,0,0,0,0,0,6.7,99375.0,1,1,1,1,1,0,0,0,2170.0,3864.0,2170.0,341.0,574.0,341.0,3864.0,87.46,574.0,12.98,984.0,22.27,501.0,11.34,3144.0,71.17,446.0,10.1,216.0,4.89,0.0,0.0,3.0,0.07,54.0,1.23,56.0,1.26,28.0,1.67,18.0,1.08,2170.0,49.12,341.0,7.71,544.0,12.32,301.0,6.8,1799.0,40.73,241.0,5.45,103.0,2.32,0.0,0.0,1.0,0.03,26.0,0.59,26.0,0.58,16.0,0.97,10.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0,1164.0,528.0,3525.0,516.0,303.0,0.0,4.0,70.0,67.0,33.0,22.0,207903716858369.0,13021013408,Census Tract 134.08,8967620.0,22003.0,G5020,S,207403716858369.0,13021013408,Census Tract 134.08,8967620.0,22003.0,G5020,S,8967620.0,22003.0
37,1400000US13021013503,Georgia,Bibb County,1,2114,799,0,0.0,0.0,1,1,1,0,0,1,20.9,50357.0,1,1,1,1,1,0,0,0,912.0,1927.0,912.0,418.0,884.0,418.0,1927.0,91.15,884.0,41.83,514.0,24.31,146.0,6.89,1207.0,57.07,413.0,19.52,78.0,3.71,10.0,0.47,16.0,0.75,204.0,9.63,305.0,14.41,42.0,5.32,108.0,13.51,912.0,43.14,418.0,19.8,238.0,11.26,75.0,3.57,619.0,29.3,215.0,10.17,38.0,1.82,1.0,0.05,1.0,0.06,37.0,1.74,62.0,2.91,20.0,2.54,52.0,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.0,564.0,159.0,1338.0,455.0,85.0,10.0,16.0,210.0,316.0,50.0,127.0,207903716858373.0,13021013503,Census Tract 135.03,14012829.0,56449.0,G5020,S,207403716858373.0,13021013503,Census Tract 135.03,14012829.0,56449.0,G5020,S,14012829.0,56449.0
38,1400000US13021013800,Georgia,Bibb County,1,1931,650,0,95.0,4.92,0,1,0,1,1,1,54.5,28529.0,0,1,0,1,0,0,0,1,13.0,1751.0,13.0,10.0,1359.0,10.0,1751.0,90.67,1359.0,70.37,600.0,31.07,257.0,13.31,106.0,5.48,1599.0,82.81,0.0,0.0,0.0,0.0,2.0,0.1,44.0,2.28,23.0,1.19,180.0,27.65,302.0,46.47,13.0,0.68,10.0,0.5,6.0,0.33,0.0,0.0,1.0,0.04,12.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,2.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.0,626.0,286.0,111.0,1765.0,1.0,0.0,5.0,49.0,27.0,156.0,262.0,207903716858387.0,13021013800,Census Tract 138,4458492.0,185568.0,G5020,S,207403716858387.0,13021013800,Census Tract 138,4458492.0,185568.0,G5020,S,4458492.0,185568.0
39,1400000US13023790100,Georgia,Bleckley County,0,4849,1861,0,44.0,0.91,0,0,0,0,0,0,13.5,57279.0,0,0,0,0,0,0,0,0,311.0,311.0,,144.0,144.0,,4762.0,98.2,2201.0,45.39,1153.0,23.79,792.0,16.33,4123.0,85.02,541.0,11.17,8.0,0.16,0.0,0.0,7.0,0.14,82.0,1.7,116.0,2.39,26.0,1.41,189.0,10.14,4608.0,95.04,2130.0,43.93,1117.0,23.04,764.0,15.77,3994.0,82.37,519.0,10.71,8.0,0.16,0.0,0.0,7.0,0.14,80.0,1.65,110.0,2.26,25.0,1.36,182.0,9.8,311.0,6.41,144.0,2.97,78.0,1.6,47.0,0.96,275.0,5.66,28.0,0.57,1.0,0.02,0.0,0.0,0.0,0.0,8.0,0.16,8.0,0.16,2.0,0.11,13.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2187.0,1177.0,799.0,4198.0,551.0,8.0,1.0,7.0,84.0,118.0,24.0,169.0,20790350491525.0,13023790100,Census Tract 7901,323283462.0,4453451.0,G5020,S,20740350491525.0,13023790100,Census Tract 7901,323283462.0,4453451.0,G5020,S,323283462.0,4453451.0
40,1400000US13023790200,Georgia,Bleckley County,0,2651,987,0,200.0,7.54,0,0,0,1,1,1,33.1,44375.0,0,0,0,0,0,0,0,1,,,,,,,2508.0,94.62,1554.0,58.62,645.0,24.34,342.0,12.91,1194.0,45.06,1260.0,47.52,24.0,0.91,0.0,0.0,1.0,0.04,29.0,1.1,44.0,1.66,121.0,12.26,267.0,27.1,1548.0,58.41,957.0,36.09,369.0,13.91,206.0,7.79,864.0,32.59,648.0,24.43,14.0,0.53,0.0,0.0,1.0,0.04,22.0,0.82,28.0,1.05,88.0,8.89,158.0,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.0,683.0,363.0,1275.0,1311.0,25.0,0.0,1.0,39.0,57.0,90.0,208.0,20790350491466.0,13023790200,Census Tract 7902,152309387.0,2277436.0,G5020,S,20740350491466.0,13023790200,Census Tract 7902,152309387.0,2277436.0,G5020,S,152309387.0,2277436.0
41,1400000US13025960300,Georgia,Brantley County,0,5355,2048,0,5.0,0.09,1,1,0,0,0,1,25.1,61289.0,1,1,0,0,0,1,0,0,693.0,693.0,,449.0,449.0,,5355.0,100.0,2650.0,49.48,1400.0,26.14,734.0,13.71,5096.0,95.16,86.0,1.61,20.0,0.37,0.0,0.0,15.0,0.28,138.0,2.58,143.0,2.67,38.0,1.85,302.0,14.74,5355.0,100.0,2650.0,49.48,1400.0,26.14,734.0,13.71,5096.0,95.16,86.0,1.61,20.0,0.37,0.0,0.0,15.0,0.28,138.0,2.58,143.0,2.67,38.0,1.85,302.0,14.74,693.0,12.95,449.0,8.38,172.0,3.22,114.0,2.14,642.0,11.98,27.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.46,20.0,0.38,8.0,0.37,40.0,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,2592.0,1400.0,734.0,5096.0,86.0,20.0,0.0,15.0,138.0,143.0,33.0,266.0,20790351753141.0,13025960300,Census Tract 9603,355362128.0,2423100.0,G5020,S,20740351753141.0,13025960300,Census Tract 9603,355362128.0,2423100.0,G5020,S,355362128.0,2423100.0
42,1400000US13027960200,Georgia,Brooks County,0,1660,653,0,0.0,0.0,1,1,0,0,0,1,18.4,49167.0,1,1,0,0,0,1,0,0,649.0,649.0,,281.0,281.0,,1660.0,100.0,713.0,42.98,366.0,22.05,268.0,16.14,1208.0,72.77,313.0,18.86,4.0,0.24,0.0,0.0,6.0,0.36,129.0,7.77,135.0,8.13,46.0,7.08,116.0,17.74,1660.0,100.0,713.0,42.98,366.0,22.05,268.0,16.14,1208.0,72.77,313.0,18.86,4.0,0.24,0.0,0.0,6.0,0.36,129.0,7.77,135.0,8.13,46.0,7.08,116.0,17.74,649.0,39.08,281.0,16.94,154.0,9.27,116.0,6.98,544.0,32.76,69.0,4.15,0.0,0.02,0.0,0.0,1.0,0.06,35.0,2.1,40.0,2.41,17.0,2.63,43.0,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,564.0,366.0,268.0,1208.0,313.0,4.0,0.0,6.0,129.0,135.0,42.0,107.0,2079048273309.0,13027960200,Census Tract 9602,258036725.0,3106734.0,G5020,S,2074048273309.0,13027960200,Census Tract 9602,258036725.0,3106734.0,G5020,S,258036725.0,3106734.0
43,1400000US13027960600,Georgia,Brooks County,0,2605,1027,0,0.0,0.0,0,0,0,0,0,1,24.8,45476.0,0,0,0,0,0,0,0,0,107.0,107.0,,64.0,64.0,,2605.0,100.0,1577.0,60.55,585.0,22.46,430.0,16.51,1672.0,64.18,852.0,32.71,1.0,0.04,0.0,0.0,15.0,0.58,65.0,2.5,74.0,2.84,68.0,6.6,139.0,13.54,2605.0,100.0,1577.0,60.55,585.0,22.46,430.0,16.51,1672.0,64.18,852.0,32.71,1.0,0.04,0.0,0.0,15.0,0.58,65.0,2.5,74.0,2.84,68.0,6.6,139.0,13.54,107.0,4.09,64.0,2.45,23.0,0.88,18.0,0.69,92.0,3.53,12.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.11,3.0,0.11,1.0,0.08,6.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.0,585.0,430.0,1672.0,852.0,1.0,0.0,15.0,65.0,74.0,69.0,146.0,2079048273310.0,13027960600,Census Tract 9606,427540482.0,1928285.0,G5020,S,2074048273310.0,13027960600,Census Tract 9606,427540482.0,1928285.0,G5020,S,427540482.0,1928285.0
44,1400000US13029920301,Georgia,Bryan County,0,1858,666,0,0.0,0.0,0,0,0,0,0,0,12.5,77039.0,0,0,0,0,0,0,0,0,,,,,,,1858.0,100.0,597.0,32.14,505.0,27.18,169.0,9.1,1476.0,79.44,302.0,16.25,12.0,0.65,1.0,0.05,9.0,0.48,58.0,3.12,75.0,4.04,58.0,8.72,55.0,8.21,1858.0,100.0,597.0,32.14,505.0,27.18,169.0,9.1,1476.0,79.44,302.0,16.25,12.0,0.65,1.0,0.05,9.0,0.48,58.0,3.12,75.0,4.04,58.0,8.72,55.0,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,505.0,169.0,1476.0,302.0,12.0,1.0,9.0,58.0,75.0,68.0,64.0,207903716551878.0,13029920301,Census Tract 9203.01,66853308.0,883140.0,G5020,S,207403716551878.0,13029920301,Census Tract 9203.01,66853308.0,883140.0,G5020,S,66853308.0,883140.0
45,1400000US13031110100,Georgia,Bulloch County,0,3981,1484,0,1.0,0.03,0,0,0,0,0,1,20.7,47138.0,0,0,0,0,0,0,0,0,8.0,8.0,,3.0,3.0,,3597.0,90.36,1939.0,48.71,982.0,24.67,468.0,11.76,2461.0,61.81,977.0,24.53,2.0,0.04,1.0,0.03,12.0,0.3,146.0,3.66,171.0,4.29,42.0,2.83,243.0,16.39,3129.0,78.6,1667.0,41.88,844.0,21.19,407.0,10.23,2143.0,53.83,884.0,22.21,1.0,0.03,1.0,0.03,8.0,0.2,92.0,2.32,72.0,1.81,36.0,2.43,213.0,14.34,8.0,0.19,3.0,0.08,2.0,0.04,2.0,0.04,8.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,1094.0,519.0,2787.0,1031.0,2.0,1.0,12.0,148.0,177.0,48.0,274.0,20790355012922.0,13031110100,Census Tract 1101,280049801.0,5908429.0,G5020,S,20740355012922.0,13031110100,Census Tract 1101,280049801.0,5908429.0,G5020,S,280049801.0,5908429.0
